transaction_id,account_id,transaction_amount,transaction_date,transaction_type,location,channel,login_attempts,account_balance,amount_anomaly,login_attempt_anomaly,channel_risk,high_debit_risk,low_bal_high_amount,anomaly_score,final_flag
TX001299,AC00060,641.06,2023-12-11,Debit,Colorado Springs,ATM,1,1602.13,0,0,0,0,0,0,0
TX001300,AC00304,314.55,2023-04-25,Credit,Dallas,Branch,2,1105.89,0,0,0,0,0,0,0
TX001301,AC00372,836.45,2023-02-27,Debit,Virginia Beach,Online,1,1731.89,0,0,1,0,0,1,0
TX001302,AC00498,1095.09,2023-04-17,Debit,San Francisco,ATM,1,8692.47,0,0,0,0,0,0,0
TX001303,AC00465,189.45,2023-03-21,Credit,Boston,Branch,1,12578.75,0,0,0,0,0,0,0
TX001304,AC00396,91.84,2023-07-05,Credit,Mesa,Branch,1,1712.41,0,0,0,0,0,0,0
TX001305,AC00083,609.52,2023-07-28,Debit,Washington,ATM,1,3485.03,0,0,0,0,0,0,0
TX001306,AC00479,859.30,2023-08-01,Credit,Colorado Springs,Branch,1,1146.78,0,0,0,0,0,0,0
TX001307,AC00091,100.01,2023-06-29,Debit,Philadelphia,ATM,1,6393.12,0,0,0,0,0,0,0
TX001308,AC00024,28.78,2023-08-07,Credit,Tucson,Online,1,680.55,0,0,1,0,0,1,0
TX001309,AC00366,111.08,2023-05-15,Debit,Chicago,Online,1,7037.34,0,0,1,0,0,1,0
TX001310,AC00470,470.96,2023-03-10,Credit,Indianapolis,Online,2,12991.03,0,0,1,0,0,1,0
TX001311,AC00032,52.23,2023-09-11,Credit,San Francisco,Branch,1,105.01,0,0,0,0,0,0,0
TX001312,AC00136,78.62,2023-07-31,Debit,Oklahoma City,Branch,1,1360.85,0,0,0,0,0,0,0
TX001313,AC00001,47.79,2023-09-15,Debit,Denver,Branch,1,1649.92,0,0,0,0,0,0,0
TX001314,AC00187,333.97,2023-03-22,Debit,Fresno,Branch,1,5237.36,0,0,0,0,0,0,0
TX001315,AC00452,30.87,2023-07-12,Debit,Fresno,ATM,1,14348.65,0,0,0,0,0,0,0
TX001316,AC00036,710.43,2023-03-08,Debit,San Diego,Online,1,5625.55,0,0,1,0,0,1,0
TX001317,AC00125,220.23,2023-09-18,Debit,Milwaukee,ATM,1,3438.02,0,0,0,0,0,0,0
TX001318,AC00403,27.28,2023-12-25,Debit,Atlanta,ATM,1,10668.24,0,0,0,0,0,0,0
TX001319,AC00264,101.52,2023-08-09,Debit,Tucson,ATM,1,2018.90,0,0,0,0,0,0,0
TX001320,AC00123,162.65,2023-05-11,Debit,New York,ATM,1,9500.95,0,0,0,0,0,0,0
TX001321,AC00298,10.52,2023-07-19,Debit,Kansas City,ATM,1,2472.99,0,0,0,0,0,0,0
TX001322,AC00235,270.72,2023-03-27,Debit,Los Angeles,Branch,1,6522.47,0,0,0,0,0,0,0
TX001323,AC00259,202.34,2023-01-10,Debit,New York,Online,1,1223.45,0,0,1,0,0,1,0
TX001324,AC00329,247.58,2023-05-29,Debit,San Antonio,ATM,1,778.74,0,0,0,0,0,0,0
TX001325,AC00482,686.17,2023-10-03,Debit,Denver,ATM,1,2246.15,0,0,0,0,0,0,0
TX001326,AC00020,359.65,2023-01-12,Credit,Jacksonville,Online,1,219.53,0,0,1,0,1,2,0
TX001327,AC00453,109.91,2023-05-01,Debit,Seattle,Branch,1,12896.06,0,0,0,0,0,0,0
TX001328,AC00367,215.72,2023-10-11,Credit,Columbus,Branch,1,8697.11,0,0,0,0,0,0,0
TX001329,AC00167,490.76,2023-01-19,Debit,Columbus,Online,1,6414.11,0,0,1,0,0,1,0
TX001330,AC00110,224.28,2023-02-15,Debit,Chicago,Online,1,5767.51,0,0,1,0,0,1,0
TX001331,AC00078,614.03,2023-05-08,Debit,Dallas,ATM,1,2815.86,0,0,0,0,0,0,0
TX001332,AC00212,608.79,2023-11-03,Debit,Fort Worth,Online,1,2991.17,0,0,1,0,0,1,0
TX001333,AC00051,186.55,2023-06-21,Debit,Philadelphia,Branch,1,224.65,0,0,0,0,0,0,0
TX001334,AC00250,840.16,2023-03-20,Credit,Colorado Springs,Branch,1,1236.76,0,0,0,0,0,0,0
TX001335,AC00304,203.34,2023-12-20,Debit,Phoenix,ATM,1,13586.99,0,0,0,0,0,0,0
TX001336,AC00007,90.88,2023-11-20,Debit,Colorado Springs,ATM,1,7117.35,0,0,0,0,0,0,0
TX001337,AC00017,60.11,2023-11-27,Credit,Albuquerque,Branch,1,7235.87,0,0,0,0,0,0,0
TX001338,AC00158,393.92,2023-05-16,Debit,Memphis,Branch,1,7318.64,0,0,0,0,0,0,0
TX001339,AC00110,19.39,2023-11-17,Debit,Colorado Springs,ATM,1,9847.60,0,0,0,0,0,0,0
TX001340,AC00175,557.41,2023-04-14,Credit,Washington,Online,1,2968.75,0,0,1,0,0,1,0
TX001341,AC00079,57.07,2023-08-25,Credit,Boston,Online,1,9323.71,0,0,1,0,0,1,0
TX001342,AC00403,395.27,2023-08-07,Credit,Miami,Online,1,1764.08,0,0,1,0,0,1,0
TX001343,AC00228,289.05,2023-06-09,Debit,New York,ATM,1,5683.49,0,0,0,0,0,0,0
TX001344,AC00344,46.11,2023-03-27,Debit,San Francisco,Online,1,5225.73,0,0,1,0,0,1,0
TX001345,AC00466,335.50,2023-08-14,Debit,Sacramento,ATM,1,6445.40,0,0,0,0,0,0,0
TX001346,AC00204,388.07,2023-09-05,Debit,Seattle,Online,1,289.71,0,0,1,0,1,2,0
TX001347,AC00030,520.86,2023-03-20,Credit,Sacramento,Online,1,9200.74,0,0,1,0,0,1,0
TX001348,AC00455,787.41,2023-06-19,Debit,Memphis,Online,1,300.87,0,0,1,0,1,2,0
TX001349,AC00094,31.70,2023-06-01,Credit,Raleigh,ATM,1,743.90,0,0,0,0,0,0,0
TX001350,AC00185,22.30,2023-05-01,Debit,Philadelphia,ATM,1,1200.35,0,0,0,0,0,0,0
TX001351,AC00351,203.12,2023-01-18,Debit,San Jose,ATM,1,1562.39,0,0,0,0,0,0,0
TX001352,AC00335,315.94,2023-02-27,Credit,Raleigh,Branch,1,7719.71,0,0,0,0,0,0,0
TX001353,AC00409,192.23,2023-12-28,Debit,Albuquerque,Online,3,2610.67,0,0,1,0,0,1,0
TX001354,AC00312,1510.71,2023-06-15,Debit,Oklahoma City,Online,1,2060.02,1,0,1,1,0,3,1
TX001355,AC00097,0.26,2023-11-23,Debit,Oklahoma City,Online,1,1833.67,0,0,1,0,0,1,0
TX001356,AC00447,210.77,2023-05-31,Debit,Mesa,ATM,1,5396.65,0,0,0,0,0,0,0
TX001357,AC00280,406.65,2023-11-08,Debit,Mesa,ATM,1,12995.70,0,0,0,0,0,0,0
TX001358,AC00023,422.90,2023-02-27,Debit,Tucson,ATM,1,7616.43,0,0,0,0,0,0,0
TX001359,AC00077,20.62,2023-06-21,Credit,Philadelphia,ATM,1,12500.80,0,0,0,0,0,0,0
TX001360,AC00113,174.39,2023-01-09,Debit,San Francisco,ATM,1,1127.08,0,0,0,0,0,0,0
TX001361,AC00391,7.86,2023-10-16,Credit,Sacramento,Branch,1,3621.98,0,0,0,0,0,0,0
TX001362,AC00136,61.98,2023-01-03,Debit,Denver,Online,1,5212.28,0,0,1,0,0,1,0
TX001363,AC00204,54.85,2023-09-05,Credit,San Francisco,Branch,1,2727.45,0,0,0,0,0,0,0
TX001364,AC00089,204.70,2023-09-21,Debit,Oklahoma City,Branch,5,5117.03,0,1,0,0,0,1,0
TX001365,AC00305,16.55,2023-09-11,Debit,Tucson,Branch,1,6089.79,0,0,0,0,0,0,0
TX001366,AC00338,91.32,2023-11-10,Debit,Milwaukee,Branch,1,2618.10,0,0,0,0,0,0,0
TX001367,AC00268,195.49,2023-06-12,Debit,Memphis,ATM,1,11988.12,0,0,0,0,0,0,0
TX001368,AC00363,49.62,2023-12-07,Debit,Portland,ATM,1,3841.42,0,0,0,0,0,0,0
TX001369,AC00316,487.16,2023-01-02,Credit,Los Angeles,Branch,1,321.21,0,0,0,0,1,1,0
TX001370,AC00167,405.60,2023-08-08,Debit,Tucson,Online,1,9754.73,0,0,1,0,0,1,0
TX001371,AC00405,512.95,2023-10-16,Debit,Columbus,Branch,1,9584.52,0,0,0,0,0,0,0
TX001372,AC00098,345.94,2023-10-09,Debit,Portland,ATM,1,7624.56,0,0,0,0,0,0,0
TX001373,AC00116,356.56,2023-10-09,Debit,New York,Online,1,2485.73,0,0,1,0,0,1,0
TX001374,AC00267,10.31,2023-01-13,Debit,Louisville,Online,1,2137.90,0,0,1,0,0,1,0
TX001375,AC00447,211.69,2023-10-20,Debit,Atlanta,Branch,1,6412.85,0,0,0,0,0,0,0
TX001376,AC00042,221.49,2023-09-13,Credit,Oklahoma City,Branch,1,707.25,0,0,0,0,0,0,0
TX001377,AC00074,278.23,2023-05-04,Debit,Fresno,Online,1,8300.54,0,0,1,0,0,1,0
TX001378,AC00063,116.88,2023-10-04,Debit,Memphis,ATM,1,7717.34,0,0,0,0,0,0,0
TX001379,AC00085,328.77,2023-04-03,Credit,San Diego,Online,1,6967.03,0,0,1,0,0,1,0
TX001380,AC00126,77.53,2023-07-25,Debit,Louisville,Branch,1,5158.60,0,0,0,0,0,0,0
TX001381,AC00471,421.74,2023-06-20,Debit,San Jose,Online,1,12031.14,0,0,1,0,0,1,0
TX001382,AC00304,313.69,2023-03-10,Debit,Oklahoma City,Branch,1,7093.68,0,0,0,0,0,0,0
TX001383,AC00242,411.72,2023-06-20,Debit,Washington,Branch,1,8539.86,0,0,0,0,0,0,0
TX001384,AC00261,508.73,2023-07-14,Debit,Chicago,Branch,1,7640.57,0,0,0,0,0,0,0
TX001385,AC00338,153.08,2023-11-27,Debit,Omaha,ATM,1,1292.21,0,0,0,0,0,0,0
TX001386,AC00292,23.01,2023-06-09,Debit,Las Vegas,Branch,1,5958.75,0,0,0,0,0,0,0
TX001387,AC00024,69.28,2023-10-30,Debit,Los Angeles,Online,1,708.74,0,0,1,0,0,1,0
TX001388,AC00441,51.25,2023-08-29,Credit,Austin,Branch,1,1744.40,0,0,0,0,0,0,0
TX001389,AC00412,407.65,2023-08-07,Debit,Denver,ATM,1,273.78,0,0,0,0,1,1,0
TX001390,AC00315,459.25,2023-05-23,Debit,Tucson,Branch,1,130.76,0,0,0,0,1,1,0
TX001391,AC00120,301.56,2023-02-09,Debit,Seattle,Branch,1,10389.60,0,0,0,0,0,0,0
TX001392,AC00462,17.67,2023-06-27,Debit,San Diego,Online,1,1048.18,0,0,1,0,0,1,0
TX001393,AC00481,5.29,2023-03-13,Credit,San Francisco,Online,1,12896.68,0,0,1,0,0,1,0
TX001394,AC00166,401.37,2023-09-18,Debit,Los Angeles,Branch,1,8208.54,0,0,0,0,0,0,0
TX001395,AC00438,145.40,2023-07-06,Debit,Tucson,Online,1,5244.49,0,0,1,0,0,1,0
TX001396,AC00090,556.34,2023-10-19,Debit,Seattle,Online,1,11935.14,0,0,1,0,0,1,0
TX001397,AC00041,34.31,2023-04-28,Debit,Philadelphia,ATM,1,1484.76,0,0,0,0,0,0,0
TX001398,AC00141,780.59,2023-06-28,Credit,Tucson,Online,1,6513.34,0,0,1,0,0,1,0
TX001399,AC00410,282.65,2023-03-08,Debit,Fort Worth,ATM,1,13801.15,0,0,0,0,0,0,0
TX001400,AC00362,305.27,2023-09-27,Debit,Las Vegas,Online,1,12958.65,0,0,1,0,0,1,0
TX001401,AC00315,185.81,2023-09-20,Debit,Austin,Online,1,9588.71,0,0,1,0,0,1,0
TX001402,AC00092,66.01,2023-10-06,Debit,Milwaukee,Online,1,3475.99,0,0,1,0,0,1,0
TX001403,AC00133,447.95,2023-01-11,Debit,Tucson,Branch,1,7544.40,0,0,0,0,0,0,0
TX001404,AC00069,279.30,2023-06-22,Debit,Oklahoma City,ATM,1,1193.61,0,0,0,0,0,0,0
TX001405,AC00498,26.75,2023-05-08,Debit,Indianapolis,Online,1,12063.77,0,0,1,0,0,1,0
TX001406,AC00006,611.15,2023-08-11,Debit,Detroit,ATM,1,892.83,0,0,0,0,0,0,0
TX001407,AC00104,275.20,2023-08-24,Debit,New York,Online,1,1230.12,0,0,1,0,0,1,0
TX001408,AC00311,427.79,2023-02-21,Debit,San Jose,Branch,1,1479.67,0,0,0,0,0,0,0
TX001409,AC00144,469.13,2023-12-04,Credit,San Antonio,ATM,1,1265.28,0,0,0,0,0,0,0
TX001410,AC00157,102.81,2023-12-04,Debit,Seattle,Branch,1,3228.87,0,0,0,0,0,0,0
TX001411,AC00171,22.61,2023-12-21,Debit,Seattle,Online,1,1111.67,0,0,1,0,0,1,0
TX001412,AC00374,68.28,2023-06-08,Debit,Boston,Online,1,3213.16,0,0,1,0,0,1,0
TX001413,AC00219,33.65,2023-09-18,Credit,New York,Online,1,12719.93,0,0,1,0,0,1,0
TX001414,AC00405,362.68,2023-01-16,Credit,Miami,ATM,1,2040.77,0,0,0,0,0,0,0
TX001415,AC00075,73.23,2023-06-23,Debit,San Francisco,Branch,1,1309.85,0,0,0,0,0,0,0
TX001416,AC00136,654.49,2023-11-20,Credit,Austin,Online,1,164.61,0,0,1,0,1,2,0
TX001417,AC00056,18.56,2023-04-24,Credit,Memphis,Branch,1,4230.37,0,0,0,0,0,0,0
TX001418,AC00368,389.05,2023-01-06,Debit,Dallas,ATM,1,761.00,0,0,0,0,0,0,0
TX001419,AC00261,7.38,2023-03-15,Debit,Houston,Online,1,2923.83,0,0,1,0,0,1,0
TX001420,AC00090,109.48,2023-06-26,Debit,Baltimore,Online,1,7372.47,0,0,1,0,0,1,0
TX001421,AC00297,66.91,2023-01-30,Debit,Seattle,ATM,1,871.10,0,0,0,0,0,0,0
TX001422,AC00144,335.48,2023-03-02,Debit,Oklahoma City,Branch,1,3023.16,0,0,0,0,0,0,0
TX001423,AC00207,38.14,2023-12-28,Debit,Albuquerque,Online,1,1119.21,0,0,1,0,0,1,0
TX001424,AC00443,1076.98,2023-12-20,Debit,Detroit,Branch,1,11833.73,0,0,0,0,0,0,0
TX001425,AC00179,360.02,2023-02-09,Debit,Dallas,Online,1,6400.59,0,0,1,0,0,1,0
TX001426,AC00175,567.71,2023-02-06,Debit,Memphis,Online,1,13884.24,0,0,1,0,0,1,0
TX001427,AC00386,218.19,2023-05-23,Debit,Austin,ATM,1,620.83,0,0,0,0,0,0,0
TX001428,AC00067,209.99,2023-09-07,Debit,Denver,ATM,1,1938.01,0,0,0,0,0,0,0
TX001429,AC00369,11.02,2023-11-13,Debit,Tucson,Branch,1,964.79,0,0,0,0,0,0,0
TX001430,AC00257,83.43,2023-05-30,Debit,New York,Online,1,1870.16,0,0,1,0,0,1,0
TX001431,AC00059,344.97,2023-03-20,Debit,Austin,Online,1,5577.94,0,0,1,0,0,1,0
TX001432,AC00341,172.29,2023-01-30,Debit,El Paso,ATM,1,8700.80,0,0,0,0,0,0,0
TX001433,AC00357,195.54,2023-07-17,Debit,Omaha,Online,1,2794.66,0,0,1,0,0,1,0
TX001434,AC00455,101.23,2023-08-04,Debit,Colorado Springs,Online,1,6169.71,0,0,1,0,0,1,0
TX001435,AC00346,180.46,2023-03-13,Debit,Fresno,ATM,1,831.75,0,0,0,0,0,0,0
TX001436,AC00118,692.55,2023-03-07,Debit,Charlotte,Branch,1,2451.56,0,0,0,0,0,0,0
TX001437,AC00275,147.31,2023-06-12,Credit,Mesa,Online,1,13625.52,0,0,1,0,0,1,0
TX001438,AC00028,107.48,2023-02-07,Debit,Los Angeles,Branch,1,1379.39,0,0,0,0,0,0,0
TX001439,AC00179,1831.02,2023-09-15,Credit,Columbus,Online,1,11498.01,1,0,1,0,0,2,0
TX001440,AC00090,81.51,2023-08-10,Debit,Washington,Branch,1,865.49,0,0,0,0,0,0,0
TX001441,AC00367,365.48,2023-05-22,Credit,Seattle,Online,1,7147.40,0,0,1,0,0,1,0
TX001442,AC00441,491.10,2023-06-05,Credit,Houston,Online,1,7833.85,0,0,1,0,0,1,0
TX001443,AC00266,452.80,2023-11-24,Debit,Los Angeles,Branch,1,4840.67,0,0,0,0,0,0,0
TX001444,AC00072,645.04,2023-12-22,Debit,Memphis,Branch,1,7361.47,0,0,0,0,0,0,0
TX001445,AC00245,169.28,2023-03-27,Debit,Philadelphia,Branch,1,5128.44,0,0,0,0,0,0,0
TX001446,AC00119,88.42,2023-10-18,Debit,El Paso,ATM,1,12381.45,0,0,0,0,0,0,0
TX001447,AC00061,155.53,2023-03-24,Debit,Baltimore,ATM,1,4008.05,0,0,0,0,0,0,0
TX001448,AC00080,991.82,2023-12-04,Debit,Milwaukee,Online,1,3493.13,0,0,1,0,0,1,0
TX001449,AC00254,39.24,2023-11-14,Debit,Dallas,ATM,1,6462.41,0,0,0,0,0,0,0
TX001450,AC00218,152.01,2023-02-23,Debit,Fort Worth,ATM,3,4625.12,0,0,0,0,0,0,0
TX001451,AC00268,78.77,2023-05-08,Credit,Las Vegas,ATM,1,6470.57,0,0,0,0,0,0,0
TX001452,AC00460,26.50,2023-02-08,Debit,Indianapolis,Online,1,4854.83,0,0,1,0,0,1,0
TX001453,AC00257,83.62,2023-06-22,Debit,Raleigh,ATM,1,12652.22,0,0,0,0,0,0,0
TX001454,AC00398,142.78,2023-05-09,Debit,San Diego,Branch,1,11705.88,0,0,0,0,0,0,0
TX001455,AC00162,55.99,2023-11-13,Debit,El Paso,ATM,1,932.61,0,0,0,0,0,0,0
TX001456,AC00015,774.48,2023-03-06,Debit,Louisville,Branch,1,11613.58,0,0,0,0,0,0,0
TX001457,AC00462,105.37,2023-05-11,Debit,Sacramento,ATM,1,1068.55,0,0,0,0,0,0,0
TX001458,AC00218,118.83,2023-06-26,Debit,Virginia Beach,Online,1,1616.30,0,0,1,0,0,1,0
TX001459,AC00217,46.22,2023-11-13,Debit,San Jose,Branch,1,471.28,0,0,0,0,0,0,0
TX001460,AC00460,659.71,2023-05-05,Credit,San Jose,Branch,1,106.86,0,0,0,0,1,1,0
TX001461,AC00068,377.97,2023-11-17,Debit,Miami,Online,1,2457.10,0,0,1,0,0,1,0
TX001462,AC00214,114.10,2023-05-22,Debit,Boston,Branch,1,5882.12,0,0,0,0,0,0,0
TX001463,AC00266,11.30,2023-12-01,Credit,Louisville,Online,1,1938.99,0,0,1,0,0,1,0
TX001464,AC00193,95.50,2023-05-22,Debit,Omaha,Online,1,4079.09,0,0,1,0,0,1,0
TX001465,AC00132,130.93,2023-02-08,Credit,Houston,Branch,1,860.12,0,0,0,0,0,0,0
TX001466,AC00241,272.97,2023-04-17,Debit,Boston,Online,1,7811.31,0,0,1,0,0,1,0
TX001467,AC00015,73.35,2023-03-13,Debit,San Francisco,Branch,1,1181.84,0,0,0,0,0,0,0
TX001468,AC00352,29.94,2023-10-13,Debit,San Francisco,ATM,1,10915.54,0,0,0,0,0,0,0
TX001469,AC00396,307.24,2023-11-02,Debit,San Jose,ATM,2,1670.72,0,0,0,0,0,0,0
TX001470,AC00174,50.52,2023-10-16,Debit,Boston,Online,1,1121.19,0,0,1,0,0,1,0
TX001471,AC00024,820.46,2023-04-03,Credit,Fort Worth,Online,1,5621.86,0,0,1,0,0,1,0
TX001472,AC00250,153.07,2023-04-03,Debit,Detroit,ATM,1,8873.43,0,0,0,0,0,0,0
TX001473,AC00373,52.94,2023-06-12,Debit,Tucson,Branch,1,6990.92,0,0,0,0,0,0,0
TX001474,AC00030,384.41,2023-04-17,Debit,Jacksonville,ATM,1,7831.56,0,0,0,0,0,0,0
TX001475,AC00422,235.42,2023-07-10,Debit,Phoenix,Branch,1,6173.23,0,0,0,0,0,0,0
TX001476,AC00229,114.23,2023-06-07,Debit,Dallas,ATM,1,9523.72,0,0,0,0,0,0,0
TX001477,AC00002,12.62,2023-05-05,Debit,El Paso,Branch,1,6420.47,0,0,0,0,0,0,0
TX001478,AC00227,997.37,2023-12-22,Debit,Fort Worth,ATM,1,1146.09,0,0,0,0,0,0,0
TX001479,AC00393,373.52,2023-09-25,Debit,Colorado Springs,ATM,1,6430.41,0,0,0,0,0,0,0
TX001480,AC00042,336.05,2023-04-24,Debit,San Antonio,Branch,1,1635.05,0,0,0,0,0,0,0
TX001481,AC00111,366.93,2023-12-11,Debit,Houston,Online,1,6697.79,0,0,1,0,0,1,0
TX001482,AC00178,112.27,2023-10-19,Debit,Seattle,Branch,1,7369.89,0,0,0,0,0,0,0
TX001483,AC00218,494.96,2023-03-31,Debit,Sacramento,ATM,1,6903.68,0,0,0,0,0,0,0
TX001484,AC00198,561.58,2023-06-23,Debit,Sacramento,Online,1,11748.86,0,0,1,0,0,1,0
TX001485,AC00060,440.94,2023-09-13,Debit,San Antonio,Online,1,7303.23,0,0,1,0,0,1,0
TX001486,AC00397,71.90,2023-02-20,Debit,Los Angeles,Branch,1,10619.35,0,0,0,0,0,0,0
TX001487,AC00338,256.66,2023-07-17,Credit,Raleigh,Online,1,1794.50,0,0,1,0,0,1,0
TX001488,AC00101,166.55,2023-07-13,Credit,Houston,Branch,1,12970.21,0,0,0,0,0,0,0
TX001489,AC00384,276.26,2023-02-13,Debit,Louisville,Branch,1,120.89,0,0,0,0,1,1,0
TX001490,AC00368,35.46,2023-07-18,Debit,Indianapolis,ATM,1,5692.31,0,0,0,0,0,0,0
TX001491,AC00233,38.14,2023-04-07,Debit,Portland,Branch,1,9879.87,0,0,0,0,0,0,0
TX001492,AC00375,506.26,2023-12-18,Credit,Baltimore,ATM,1,6266.65,0,0,0,0,0,0,0
TX001493,AC00277,736.32,2023-04-12,Debit,Indianapolis,Online,1,14268.95,0,0,1,0,0,1,0
TX001494,AC00202,389.43,2023-11-27,Credit,Austin,ATM,1,6449.83,0,0,0,0,0,0,0
TX001495,AC00142,25.58,2023-11-16,Debit,Omaha,ATM,1,6741.41,0,0,0,0,0,0,0
TX001496,AC00178,446.10,2023-09-19,Debit,Seattle,ATM,1,1008.44,0,0,0,0,0,0,0
TX001497,AC00130,147.74,2023-09-05,Debit,Raleigh,Branch,1,1711.78,0,0,0,0,0,0,0
TX001498,AC00018,1228.81,2023-02-20,Debit,San Francisco,ATM,1,1821.00,1,0,0,1,0,2,0
TX001499,AC00293,46.23,2023-05-29,Debit,Fresno,Online,1,5107.75,0,0,1,0,0,1,0
TX001500,AC00449,265.37,2023-05-26,Debit,Washington,Branch,1,5229.95,0,0,0,0,0,0,0
TX001501,AC00496,342.57,2023-02-03,Debit,Boston,Online,1,339.16,0,0,1,0,1,2,0
TX001502,AC00370,417.26,2023-02-27,Credit,New York,Online,1,10442.48,0,0,1,0,0,1,0
TX001503,AC00341,33.63,2023-11-03,Debit,Columbus,Online,1,4324.40,0,0,1,0,0,1,0
TX001504,AC00400,64.58,2023-12-04,Debit,El Paso,Branch,1,6292.29,0,0,0,0,0,0,0
TX001505,AC00301,23.23,2023-04-20,Credit,Miami,Branch,1,269.01,0,0,0,0,0,0,0
TX001506,AC00249,160.52,2023-08-07,Credit,Jacksonville,ATM,1,5379.25,0,0,0,0,0,0,0
TX001507,AC00239,278.88,2023-09-29,Debit,Kansas City,Branch,2,1334.09,0,0,0,0,0,0,0
TX001508,AC00419,285.49,2023-08-11,Credit,Charlotte,Branch,1,6366.84,0,0,0,0,0,0,0
TX001509,AC00435,71.87,2023-01-16,Debit,Nashville,ATM,1,1839.10,0,0,0,0,0,0,0
TX001510,AC00012,308.80,2023-12-26,Debit,Baltimore,ATM,1,3966.54,0,0,0,0,0,0,0
TX001511,AC00438,135.35,2023-07-28,Debit,Houston,Branch,1,9983.36,0,0,0,0,0,0,0
TX001512,AC00345,288.43,2023-05-08,Debit,Phoenix,Branch,1,4577.09,0,0,0,0,0,0,0
TX001513,AC00026,147.46,2023-10-12,Credit,Albuquerque,Online,1,7458.03,0,0,1,0,0,1,0
TX001514,AC00416,214.15,2023-10-30,Debit,Detroit,Branch,1,6397.29,0,0,0,0,0,0,0
TX001515,AC00272,71.34,2023-08-28,Debit,Miami,Online,3,6345.03,0,0,1,0,0,1,0
TX001516,AC00468,170.36,2023-03-27,Debit,Indianapolis,ATM,1,6034.73,0,0,0,0,0,0,0
TX001517,AC00040,965.66,2023-12-18,Debit,Raleigh,ATM,1,765.81,0,0,0,0,1,1,0
TX001518,AC00302,736.53,2023-05-10,Debit,Philadelphia,ATM,1,9826.26,0,0,0,0,0,0,0
TX001519,AC00271,213.42,2023-07-27,Debit,Columbus,ATM,1,3736.38,0,0,0,0,0,0,0
TX001520,AC00495,94.09,2023-09-12,Debit,Miami,Branch,1,646.85,0,0,0,0,0,0,0
TX001521,AC00246,91.23,2023-05-15,Debit,Boston,ATM,1,6385.12,0,0,0,0,0,0,0
TX001522,AC00139,263.92,2023-07-26,Credit,San Diego,Branch,1,4161.71,0,0,0,0,0,0,0
TX001523,AC00298,77.50,2023-05-23,Credit,Fort Worth,Online,1,11079.77,0,0,1,0,0,1,0
TX001524,AC00246,3.65,2023-02-13,Debit,Miami,Online,1,10017.11,0,0,1,0,0,1,0
TX001525,AC00323,43.88,2023-11-13,Credit,Seattle,Online,1,1644.09,0,0,1,0,0,1,0
TX001526,AC00310,591.98,2023-04-28,Debit,El Paso,ATM,1,387.65,0,0,0,0,1,1,0
TX001527,AC00083,224.79,2023-08-22,Debit,Boston,Online,1,528.38,0,0,1,0,0,1,0
TX001528,AC00222,64.30,2023-09-04,Debit,Louisville,ATM,1,7530.30,0,0,0,0,0,0,0
TX001529,AC00459,111.79,2023-12-26,Debit,Jacksonville,Online,1,10887.59,0,0,1,0,0,1,0
TX001530,AC00091,927.16,2023-03-20,Debit,San Francisco,ATM,1,7104.61,0,0,0,0,0,0,0
TX001531,AC00122,613.70,2023-02-22,Credit,Fort Worth,Branch,1,7307.11,0,0,0,0,0,0,0
TX001532,AC00432,26.07,2023-03-16,Debit,Baltimore,Branch,3,349.98,0,0,0,0,0,0,0
TX001533,AC00218,170.45,2023-01-05,Debit,San Francisco,Branch,1,2284.41,0,0,0,0,0,0,0
TX001534,AC00294,344.27,2023-09-19,Debit,San Antonio,Branch,1,1918.36,0,0,0,0,0,0,0
TX001535,AC00407,872.72,2023-04-24,Debit,Washington,Online,1,503.01,0,0,1,0,1,2,0
TX001536,AC00480,292.95,2023-02-16,Debit,Memphis,Branch,1,1216.91,0,0,0,0,0,0,0
TX001537,AC00367,28.44,2023-08-31,Debit,Fresno,ATM,1,1071.04,0,0,0,0,0,0,0
TX001538,AC00324,209.02,2023-03-03,Debit,El Paso,ATM,1,187.90,0,0,0,0,1,1,0
TX001539,AC00253,20.05,2023-11-29,Debit,Chicago,ATM,1,7145.67,0,0,0,0,0,0,0
TX001540,AC00344,175.02,2023-04-10,Debit,Phoenix,Online,1,1493.88,0,0,1,0,0,1,0
TX001541,AC00153,89.50,2023-08-21,Credit,Louisville,Branch,1,8658.95,0,0,0,0,0,0,0
TX001542,AC00016,69.96,2023-10-16,Debit,Baltimore,Branch,1,164.12,0,0,0,0,0,0,0
TX001543,AC00291,146.51,2023-01-25,Debit,Albuquerque,ATM,1,7089.90,0,0,0,0,0,0,0
TX001544,AC00362,376.78,2023-08-14,Credit,Nashville,Online,1,841.65,0,0,1,0,0,1,0
TX001545,AC00202,148.54,2023-12-22,Credit,Columbus,Branch,1,5677.05,0,0,0,0,0,0,0
TX001546,AC00163,388.77,2023-12-11,Credit,Jacksonville,Online,1,1658.49,0,0,1,0,0,1,0
TX001547,AC00123,100.38,2023-11-27,Debit,Seattle,Branch,1,10171.68,0,0,0,0,0,0,0
TX001548,AC00054,137.23,2023-04-07,Debit,Fresno,Branch,1,13847.99,0,0,0,0,0,0,0
TX001549,AC00172,870.30,2023-08-28,Debit,San Jose,ATM,1,3688.98,0,0,0,0,0,0,0
TX001550,AC00176,458.94,2023-07-18,Debit,Detroit,Branch,1,5619.95,0,0,0,0,0,0,0
